0.000000000000000000e+00,1.193814639243399034e-01,5.453985504200105361e-02
2.000000000000000000e+01,3.067726012062930163e-01,1.830820583469889087e-02
4.000000000000000000e+01,3.191865874446838114e-01,6.459364997591630388e-03
6.000000000000000000e+01,3.257613681588578114e-01,6.730673789668957345e-03
8.000000000000000000e+01,3.311560455604120601e-01,6.819095831519225714e-03
1.000000000000000000e+02,3.362180006648847197e-01,6.066851779847435601e-03
1.200000000000000000e+02,3.399468562622302015e-01,5.345574271312173754e-03
1.400000000000000000e+02,3.426155083575229687e-01,5.966364553530678801e-03
1.600000000000000000e+02,3.457365352132542591e-01,6.618908889595451726e-03
1.800000000000000000e+02,3.485101296110191815e-01,6.182853843827875069e-03
2.000000000000000000e+02,3.511841765299499873e-01,6.284076885250010867e-03
2.200000000000000000e+02,3.540453016757965088e-01,6.124518119827887866e-03
2.400000000000000000e+02,3.565261384494874397e-01,5.732360267665994116e-03
2.600000000000000000e+02,3.588316621568038989e-01,5.514146990705414558e-03
2.800000000000000000e+02,3.619377344002125407e-01,5.903986187828764651e-03
3.000000000000000000e+02,3.639144592198282901e-01,6.613485242128354369e-03
3.200000000000000000e+02,3.661471624606051356e-01,6.301551316847283507e-03
3.400000000000000000e+02,3.682072514947126729e-01,6.539442274630350924e-03
3.600000000000000000e+02,3.699723766882892506e-01,6.525576347116546390e-03
3.800000000000000000e+02,3.721700198495919154e-01,6.307195581643905598e-03
4.000000000000000000e+02,3.748055700107141841e-01,6.097122598373977062e-03
4.200000000000000000e+02,3.769362748634477178e-01,6.424950517440092095e-03
4.400000000000000000e+02,3.783892717679985251e-01,6.573680685101746315e-03
4.600000000000000000e+02,3.808446083715570363e-01,6.052773056837170394e-03
4.800000000000000000e+02,3.829145056274738113e-01,5.957484138472943051e-03
5.000000000000000000e+02,3.846587903103847461e-01,6.798308276430188937e-03
5.200000000000000000e+02,3.869368549783220312e-01,6.250611460790873875e-03
5.400000000000000000e+02,3.894066568086986813e-01,6.498843091036676269e-03
5.600000000000000000e+02,3.908905487070199469e-01,6.473329135864262437e-03
5.800000000000000000e+02,3.925666713762862581e-01,6.529612590330896756e-03
6.000000000000000000e+02,3.950261749960632951e-01,6.407281322466646181e-03
6.200000000000000000e+02,3.961616509597793989e-01,6.836020033878304619e-03
6.400000000000000000e+02,3.983134429464456061e-01,6.582659977441307833e-03
6.600000000000000000e+02,3.997438837159500435e-01,6.661049852295128186e-03
6.800000000000000000e+02,4.014273594748153373e-01,7.246125103135286731e-03
7.000000000000000000e+02,4.028354873541395431e-01,6.774727696565370841e-03
7.200000000000000000e+02,4.049144567024369756e-01,6.704489050229147339e-03
7.400000000000000000e+02,4.067877117197523096e-01,6.343846850255420965e-03
7.600000000000000000e+02,4.082377671230177363e-01,6.773578421247902596e-03
7.800000000000000000e+02,4.097856535361363295e-01,6.907637946361686390e-03
8.000000000000000000e+02,4.120732798026158217e-01,6.727390520934562607e-03
8.200000000000000000e+02,4.128017411058248487e-01,6.912699048583503987e-03
8.400000000000000000e+02,4.147088304463668607e-01,6.723693169020058570e-03
8.600000000000000000e+02,4.162873681257610592e-01,6.927108099991517200e-03
8.800000000000000000e+02,4.182712021868238428e-01,7.190095892252907489e-03
9.000000000000000000e+02,4.193873102607031944e-01,6.494621657282635338e-03
9.200000000000000000e+02,4.210320460168938683e-01,6.794144938879496075e-03
9.400000000000000000e+02,4.220804809800043911e-01,6.760054811970655358e-03
9.600000000000000000e+02,4.241498865579304001e-01,6.631115551520948628e-03
9.800000000000000000e+02,4.253169940068171617e-01,6.734466404862037708e-03
1.000000000000000000e+03,4.267842126520056678e-01,6.889367245819235167e-03
1.020000000000000000e+03,4.280290443163651815e-01,7.036850219686654161e-03
1.040000000000000000e+03,4.297843610468181086e-01,7.352317772377442093e-03
1.060000000000000000e+03,4.308717808260126292e-01,6.942676967649643628e-03
1.080000000000000000e+03,4.323870569829516008e-01,7.012669226558914878e-03
1.100000000000000000e+03,4.337537493782970266e-01,7.305665771213328691e-03
1.120000000000000000e+03,4.351015606148522785e-01,6.927280733869024647e-03
1.140000000000000000e+03,4.364285313407419431e-01,6.721054145430804296e-03
1.160000000000000000e+03,4.382380340022113963e-01,6.427106096633460053e-03
1.180000000000000000e+03,4.392286033524192557e-01,6.576122156008380043e-03
1.200000000000000000e+03,4.395380345915975706e-01,6.584930063325171619e-03
1.220000000000000000e+03,4.413951062239133138e-01,6.587852257851365204e-03
1.240000000000000000e+03,4.426784325949093546e-01,6.972042404084908239e-03
1.260000000000000000e+03,4.439597973215435034e-01,6.533944806124869845e-03
1.280000000000000000e+03,4.447240567641702058e-01,7.150248666523641508e-03
1.300000000000000000e+03,4.458426144200298147e-01,6.375679690431201342e-03
1.320000000000000000e+03,4.468246027525619724e-01,6.533465598401434760e-03
1.340000000000000000e+03,4.484575708144106776e-01,6.251738018535873964e-03
1.360000000000000000e+03,4.488393302388519190e-01,6.644669215535705352e-03
1.380000000000000000e+03,4.504107565049700335e-01,6.788411555324318919e-03
1.400000000000000000e+03,4.511718267371297442e-01,6.556445389726028514e-03
1.420000000000000000e+03,4.524938948000008510e-01,6.168284686850294962e-03
1.440000000000000000e+03,4.536369720451262078e-01,5.883401706325882240e-03
1.460000000000000000e+03,4.538961375049251346e-01,6.424423279283656384e-03
1.480000000000000000e+03,4.552309538430047708e-01,5.906644792878831124e-03
1.500000000000000000e+03,4.563043975395712493e-01,6.574572697085782208e-03
1.520000000000000000e+03,4.569843097736960846e-01,6.243765919747796232e-03
1.540000000000000000e+03,4.585427405380527177e-01,5.975550379355303726e-03
1.560000000000000000e+03,4.594749546485391023e-01,6.039029242051200709e-03
1.580000000000000000e+03,4.599307624675966766e-01,5.909086703681723160e-03
1.600000000000000000e+03,4.609747837912215873e-01,5.882113930527365676e-03
1.620000000000000000e+03,4.614639392024592612e-01,6.089426165145460021e-03
1.640000000000000000e+03,4.627651648241498661e-01,5.633661400591777509e-03
1.660000000000000000e+03,4.634688603974547183e-01,5.839235118270248541e-03
1.680000000000000000e+03,4.646523950794930191e-01,5.569019908172905507e-03
1.700000000000000000e+03,4.651437561039017399e-01,5.828113527618849002e-03
1.720000000000000000e+03,4.660730272652166550e-01,5.718854616366890464e-03
1.740000000000000000e+03,4.663476401012436323e-01,5.619829197633798880e-03
1.760000000000000000e+03,4.672953025532154969e-01,5.750983634850053913e-03
1.780000000000000000e+03,4.681382652236382724e-01,5.856764348439217997e-03
1.800000000000000000e+03,4.688745721390372712e-01,5.995016297349378340e-03
1.820000000000000000e+03,4.697486761851831782e-01,5.669736605288406943e-03
1.840000000000000000e+03,4.697937915923624530e-01,5.861605345697309954e-03
1.860000000000000000e+03,4.711536189563844124e-01,5.551018360430581659e-03
1.880000000000000000e+03,4.719004679305350836e-01,5.993584818758036781e-03
1.900000000000000000e+03,4.724099745875910972e-01,5.268642355636629984e-03
1.920000000000000000e+03,4.730700252027164043e-01,5.633158943741636143e-03
1.940000000000000000e+03,4.740434307077153187e-01,5.487012516744964839e-03
1.960000000000000000e+03,4.743209873375139884e-01,5.282289189012631843e-03
1.980000000000000000e+03,4.753299450826065642e-01,5.506939683470042472e-03
2.000000000000000000e+03,4.752500125995048896e-01,5.433503995829599455e-03
2.020000000000000000e+03,4.760841499214713002e-01,5.584347878924507749e-03
2.040000000000000000e+03,4.770234741180049420e-01,5.529551249959786981e-03
2.060000000000000000e+03,4.774488806724548340e-01,5.079285982273622907e-03
2.080000000000000000e+03,4.779000319691322218e-01,5.633128713987784961e-03
2.100000000000000000e+03,4.783107248636392361e-01,5.967359067182511495e-03
