x,y,std,con_95,con_95_plus,con_99,con_99_plus
1.200000000000000000e+03,2.716802821143881053e-01,2.055972143605499722e-02,3.283737246969883894e-03,2.749640193613580030e-01,4.335472628164963559e-03,2.760157547425530766e-01
1.220000000000000000e+03,2.637425756880215078e-01,2.565475002299674040e-02,4.097499981905421661e-03,2.678400756699269025e-01,5.409872252065822673e-03,2.691524479400873027e-01
1.240000000000000000e+03,2.712312636824397161e-01,1.940044280312955977e-02,3.098580729242081302e-03,2.743298444116817891e-01,4.091013052333806674e-03,2.753222767347734967e-01
1.260000000000000000e+03,2.677243814452902049e-01,2.412577777995820669e-02,3.853297105924622691e-03,2.715776785512148406e-01,5.087454590448444412e-03,2.728118360357386640e-01
1.280000000000000000e+03,2.785828718310826568e-01,1.880244749385933875e-02,3.003070706079983589e-03,2.815859425371626257e-01,3.964912496780289772e-03,2.825477843278629275e-01
1.300000000000000000e+03,2.835404316519761769e-01,1.864971422839536638e-02,2.978676605497673682e-03,2.865191082574738424e-01,3.932705304971354475e-03,2.874731369569475392e-01
1.320000000000000000e+03,2.836505258818725617e-01,1.974809501708737688e-02,3.154106701591241971e-03,2.868046325834637811e-01,4.164323221560704835e-03,2.878148491034332457e-01
1.340000000000000000e+03,2.851119968411210404e-01,1.934068719083855900e-02,3.089036741479127528e-03,2.882010335826001857e-01,4.078412257995584107e-03,2.891904090991166409e-01
1.360000000000000000e+03,2.786541099285150258e-01,2.523758961151337243e-02,4.030872368033818279e-03,2.826849822965488701e-01,5.321904739900580605e-03,2.839760146684155995e-01
1.380000000000000000e+03,2.863932122270782532e-01,1.839770926365558515e-02,2.938427125867753252e-03,2.893316393529459796e-01,3.879564476668350900e-03,2.902727767037466267e-01
1.400000000000000000e+03,2.880424941321472199e-01,2.174281120421266145e-02,3.472696808036472311e-03,2.915151909401836883e-01,4.584953309236573966e-03,2.926274474413838034e-01
1.420000000000000000e+03,2.937264717244482681e-01,1.822363989044393021e-02,2.910625285937693679e-03,2.966370970103859861e-01,3.842858093981788275e-03,2.975693298184300395e-01
1.440000000000000000e+03,2.979953910236234904e-01,1.899069393521645582e-02,3.033136864953608382e-03,3.010285278885770910e-01,4.004608428283622755e-03,3.019999994519070863e-01
1.460000000000000000e+03,2.965803331175407842e-01,1.859948760405510590e-02,2.970654559204457135e-03,2.995509876767452617e-01,3.922113908793658892e-03,3.005024470263344405e-01
1.480000000000000000e+03,2.974427518519488500e-01,1.797136597891957344e-02,2.870332850931323412e-03,3.003130847028801509e-01,3.789660552292534873e-03,3.012324124042413676e-01
1.500000000000000000e+03,2.906578140599386795e-01,2.474262110524427447e-02,3.951817477860911261e-03,2.946096315377995656e-01,5.217529667630868388e-03,2.958753437275695730e-01
1.520000000000000000e+03,2.976856109770861791e-01,1.653359782795262370e-02,2.640696819892612238e-03,3.003263077969787753e-01,3.486475293506235973e-03,3.011720862705924429e-01
1.540000000000000000e+03,3.025956771203449636e-01,1.921323191775133402e-02,3.068679966273736744e-03,3.056643570866187098e-01,4.051535490744453960e-03,3.066472126110894036e-01
1.560000000000000000e+03,3.059395747138308197e-01,1.687698939957443106e-02,2.695542295184538695e-03,3.086351170090153584e-01,3.558887011930498417e-03,3.094984617257613424e-01
1.580000000000000000e+03,3.099537615652208089e-01,1.737682422775402649e-02,2.775374419745710135e-03,3.127291359849665442e-01,3.664288255955912201e-03,3.136180498211767476e-01
1.600000000000000000e+03,3.093482333344298452e-01,1.855119811747046182e-02,2.962941906762728457e-03,3.123111752411925623e-01,3.911931001016089558e-03,3.132601643354459564e-01
1.620000000000000000e+03,3.097907782762081563e-01,1.829189588398530061e-02,2.921526929183096595e-03,3.127123052053912278e-01,3.857251381975848863e-03,3.136480296581840022e-01
1.640000000000000000e+03,3.027489477550828756e-01,2.460685654358211669e-02,3.930133567923943701e-03,3.066790813230068080e-01,5.188900702846896765e-03,3.079378484579297637e-01
1.660000000000000000e+03,3.099008726996260732e-01,1.684317779559634659e-02,2.690142006872853382e-03,3.125910147064989153e-01,3.551757086361357306e-03,3.134526297859874244e-01
1.680000000000000000e+03,3.145281426705323069e-01,1.813951422831068874e-02,2.897188986665248395e-03,3.174253316571975514e-01,3.825118334878567332e-03,3.183532610054108924e-01
1.700000000000000000e+03,3.167700024394246028e-01,1.702258442677529252e-02,2.718796297690362698e-03,3.194887987371149429e-01,3.589588948101642661e-03,3.203595913875262324e-01
1.720000000000000000e+03,3.209072386289572032e-01,1.727968570654301456e-02,2.759859745521730644e-03,3.236670983744789343e-01,3.643804447303125148e-03,3.245510430762603149e-01
1.740000000000000000e+03,3.177122945909376384e-01,1.825738216256109561e-02,2.916014500771812231e-03,3.206283090917094736e-01,3.849973399392469207e-03,3.215622679903301084e-01
1.760000000000000000e+03,3.197577055785563171e-01,1.757374929547272577e-02,2.806826702878104790e-03,3.225645322814344462e-01,3.705814268044613832e-03,3.234635198466009331e-01
1.780000000000000000e+03,3.135146125183477239e-01,2.295889440360279754e-02,3.666925981309645654e-03,3.171815384996573561e-01,4.841391386032757420e-03,3.183560039043804579e-01
1.800000000000000000e+03,3.200156758357952103e-01,1.614036380120680361e-02,2.577890656666259779e-03,3.225935664924614588e-01,3.403553189492226731e-03,3.234192290252874136e-01
1.820000000000000000e+03,3.271989011532300262e-01,1.697794535550544923e-02,2.711666678670239961e-03,3.299105678319002588e-01,3.580175811243780596e-03,3.307790769644737838e-01
1.840000000000000000e+03,3.267865819590432541e-01,1.547239582149162983e-02,2.471204807755516403e-03,3.292577867667987879e-01,3.262697346598012610e-03,3.300492793056412633e-01
1.860000000000000000e+03,3.298563173451981023e-01,1.617974054331572722e-02,2.584179792203896049e-03,3.324404971374019802e-01,3.411856647694737690e-03,3.332681739928928244e-01
1.880000000000000000e+03,3.249807901583708913e-01,2.072695001578074223e-02,3.310446495814097119e-03,3.282912366541849702e-01,4.370736478032911064e-03,3.293515266364038241e-01
1.900000000000000000e+03,3.275950307195836797e-01,1.640355623189579046e-02,2.619926964914014427e-03,3.302149576844977119e-01,3.459053142774243077e-03,3.310540838623579063e-01
1.920000000000000000e+03,3.212332077227629812e-01,2.390132389732120555e-02,3.817448002767535094e-03,3.250506557255304907e-01,5.040123518017105425e-03,3.262733312407800623e-01
1.940000000000000000e+03,3.297991098521591558e-01,1.501600042427156737e-02,2.398310699250284263e-03,3.321974205514094391e-01,3.166456268701008710e-03,3.329655661208601458e-01
1.960000000000000000e+03,3.359353433955799551e-01,1.592302744719397214e-02,2.543178343904034695e-03,3.384785217394840062e-01,3.357723005612624906e-03,3.392930664011925557e-01
1.980000000000000000e+03,3.347027017311616226e-01,1.541825222254955725e-02,2.462557153988219078e-03,3.371652588851498655e-01,3.251279969571101505e-03,3.379539817007327085e-01
2.000000000000000000e+03,3.374756092762017934e-01,1.673780784517747700e-02,2.673312633382655089e-03,3.401489219095844563e-01,3.529537498547731869e-03,3.410051467747495235e-01
2.020000000000000000e+03,3.329055464112913310e-01,2.113747677654434845e-02,3.376014602823236305e-03,3.362815610141145495e-01,4.457305138019646874e-03,3.373628515493110047e-01
2.040000000000000000e+03,3.350847992417100296e-01,1.612818439135212112e-02,2.575945397733140317e-03,3.376607446394431777e-01,3.400984891170850781e-03,3.384857841328808847e-01
2.060000000000000000e+03,3.356924867862230988e-01,1.960107057655528437e-02,3.130624397461212200e-03,3.388231111836843001e-01,4.133319861929560593e-03,3.398258066481526507e-01
2.080000000000000000e+03,3.403014062674014628e-01,1.518204144384413881e-02,2.424830274536899938e-03,3.427262365419383450e-01,3.201469695208192853e-03,3.435028759626096440e-01
2.100000000000000000e+03,3.441731173109698338e-01,1.588487472677100470e-02,2.537084705451014225e-03,3.467102020164208320e-01,3.349677659492625997e-03,3.475227949704624564e-01
2.120000000000000000e+03,3.424418048038110896e-01,1.583006234185629219e-02,2.528330235187422129e-03,3.449701350389985377e-01,3.338119254130896951e-03,3.457799240579420008e-01
2.140000000000000000e+03,3.436334318928904175e-01,1.567328183563185956e-02,2.503289721409588438e-03,3.461367216142999803e-01,3.305058611968018402e-03,3.469384905048584211e-01
2.160000000000000000e+03,3.355338176736584188e-01,2.221715636913543235e-02,3.548457799780524880e-03,3.390822754734389433e-01,4.684979493210964831e-03,3.402187971668693689e-01
2.180000000000000000e+03,3.419269420109786184e-01,1.441682087668661599e-02,2.302611533084694857e-03,3.442295535440633159e-01,3.040105990269937643e-03,3.449670480012485552e-01
2.200000000000000000e+03,3.442335635810703232e-01,1.875850274266585224e-02,2.996051981786870561e-03,3.472296155628571968e-01,3.955645772688553587e-03,3.481892093537588551e-01
2.220000000000000000e+03,3.471759325498110504e-01,1.428326371636369670e-02,2.281280182690870791e-03,3.494572127325019095e-01,3.011942504948583472e-03,3.501878750547596231e-01
2.240000000000000000e+03,3.507324679718389349e-01,1.476460935028979168e-02,2.358159268417079225e-03,3.530906272402560275e-01,3.113444892860980830e-03,3.538459128646999075e-01
2.260000000000000000e+03,3.483999445066823797e-01,1.609578380382130705e-02,2.570770472750350585e-03,3.509707149794327186e-01,3.394152509671267103e-03,3.517940970163536685e-01
2.280000000000000000e+03,3.492375339393491984e-01,1.511374019187619426e-02,2.413921402750899333e-03,3.516514553421000722e-01,3.187066863472489808e-03,3.524246008028216748e-01
2.300000000000000000e+03,3.440295624268519536e-01,2.034260815646311837e-02,3.249060562987318886e-03,3.472786229898392474e-01,4.289689484467743008e-03,3.483192519113196828e-01
2.320000000000000000e+03,3.488370888418965698e-01,1.380901649352426000e-02,2.205534833963582533e-03,3.510426236758601437e-01,2.911936974231716518e-03,3.517490258161282690e-01
2.340000000000000000e+03,3.538540127602490259e-01,1.594356711271139107e-02,2.546458877879634580e-03,3.564004716381286575e-01,3.362054249006140097e-03,3.572160670092551782e-01
2.360000000000000000e+03,3.547326223803805023e-01,1.466065516661050477e-02,2.341556016958264066e-03,3.570741783973387928e-01,3.091523850821257299e-03,3.578241462312017340e-01
2.380000000000000000e+03,3.562696487098545028e-01,1.502036760317246311e-02,2.399008212009182996e-03,3.586686569218636711e-01,3.167377185097955926e-03,3.594370258949524666e-01
2.400000000000000000e+03,3.544401156824904531e-01,1.610894953808933092e-02,2.572873264470271464e-03,3.570129889469607076e-01,3.396928796340628436e-03,3.578370444788310789e-01
2.420000000000000000e+03,3.536003595822817536e-01,1.523031564387087450e-02,2.432540485455297018e-03,3.560329000677370237e-01,3.211649379476455915e-03,3.568120089617581869e-01
2.440000000000000000e+03,3.506752612528862834e-01,2.017067657615284962e-02,3.221600164948796186e-03,3.538968614178351069e-01,4.253433902762968587e-03,3.549286951556492320e-01
2.460000000000000000e+03,3.549549722826326192e-01,1.439598932280847926e-02,2.299284379572685312e-03,3.572542566622052829e-01,3.035713195750726172e-03,3.579906854783833636e-01
2.480000000000000000e+03,3.614722246473485723e-01,1.499416825173584267e-02,2.394823729917513935e-03,3.638670483772660780e-01,3.161852471575819345e-03,3.646340771189243712e-01
2.500000000000000000e+03,3.615002899200885356e-01,1.415652088755645077e-02,2.261037196956111606e-03,3.637613271170446749e-01,2.985215972353331797e-03,3.644855058924418856e-01
2.520000000000000000e+03,3.617345143061179713e-01,1.491231220211374983e-02,2.381749926370618081e-03,3.641162642324886067e-01,3.144591310538688480e-03,3.648791056166566515e-01
2.540000000000000000e+03,3.596092288370256185e-01,1.638099555033298640e-02,2.616323640297227391e-03,3.622255524773228541e-01,3.454295723385439245e-03,3.630635245604110772e-01
2.560000000000000000e+03,3.598510073376940399e-01,1.390290201983853183e-02,2.220529949567089621e-03,3.620715372872611026e-01,2.931734816862140939e-03,3.627827421545561926e-01
2.580000000000000000e+03,3.584456654725136637e-01,1.940903561514850661e-02,3.099953147490576953e-03,3.615456186200042277e-01,4.092825037064386738e-03,3.625384905095780375e-01
2.600000000000000000e+03,3.619752137304900752e-01,1.397071570603631956e-02,2.231360948805799493e-03,3.642065746792958469e-01,2.946034834556441467e-03,3.649212485650465410e-01
2.620000000000000000e+03,3.662592464840257467e-01,1.470662990388434815e-02,2.348898964559734039e-03,3.686081454485855002e-01,3.101218642438826299e-03,3.693604651264645877e-01
2.640000000000000000e+03,3.655889541297763778e-01,1.448321912149816773e-02,2.313216462256485577e-03,3.679021705920328400e-01,3.054107530798295424e-03,3.686430616605747002e-01
2.660000000000000000e+03,3.670061700916909531e-01,1.572586565970608349e-02,2.511688252597750210e-03,3.695178583442886855e-01,3.316147075917643457e-03,3.703223171676086056e-01
2.680000000000000000e+03,3.638533233822165980e-01,1.619631809350278659e-02,2.586827508963194817e-03,3.664401508911798167e-01,3.415352391316632714e-03,3.672686757735332264e-01
2.700000000000000000e+03,3.641609429539023890e-01,1.464268756616844344e-02,2.338686285527623223e-03,3.664996292394300248e-01,3.087734984315811549e-03,3.672486779382181932e-01
2.720000000000000000e+03,3.650417116942343831e-01,1.956240644200078413e-02,3.124449077471913930e-03,3.681661607717062745e-01,4.125166672812962884e-03,3.691668783670473686e-01
2.740000000000000000e+03,3.676030651315466136e-01,1.456643993848074671e-02,2.326508242366391414e-03,3.699295733739130232e-01,3.071656483260694782e-03,3.706747216148073010e-01
2.760000000000000000e+03,3.723490675548454254e-01,1.492557473690623443e-02,2.383868178780932257e-03,3.747329357336263711e-01,3.147388009742601786e-03,3.754964555645880497e-01
2.780000000000000000e+03,3.699658114414710597e-01,1.411286362490433641e-02,2.254064389473414524e-03,3.722198758309444577e-01,2.976009871587933283e-03,3.729418213130589743e-01
2.800000000000000000e+03,3.716938867197408514e-01,1.522136790507940679e-02,2.431111379363705069e-03,3.741249980991045443e-01,3.209762550574856658e-03,3.749036492703157197e-01
2.820000000000000000e+03,3.688637724557480291e-01,1.727336224305998230e-02,2.758849780837448803e-03,3.716226222365854870e-01,3.642471004973609622e-03,3.725062434607216422e-01
2.840000000000000000e+03,3.708660095543056534e-01,1.441747303197181591e-02,2.302715693377307277e-03,3.731687252476829642e-01,3.040243511655968227e-03,3.739062530659616468e-01
2.860000000000000000e+03,3.706846748079572484e-01,1.878526968521572818e-02,3.000327117834403808e-03,3.736850019257916267e-01,3.961290175368112516e-03,3.746459649833253636e-01
2.880000000000000000e+03,3.725822128645785436e-01,1.405960085414087284e-02,2.245557418949675754e-03,3.748277702835282055e-01,2.964778236691350492e-03,3.755469911012698780e-01
2.900000000000000000e+03,3.760081417374796509e-01,1.430862023175317327e-02,2.285330049528646289e-03,3.782934717870082841e-01,3.017289487822774185e-03,3.790254312253024116e-01
2.920000000000000000e+03,3.738742195940636948e-01,1.380454557815162173e-02,2.204820752725524836e-03,3.760790403467892395e-01,2.910994182702113502e-03,3.767852137767658260e-01
2.940000000000000000e+03,3.750442603191772029e-01,1.493726815722826520e-02,2.385735816918703629e-03,3.774299961360959021e-01,3.149853826407165124e-03,3.781941141455843480e-01
2.960000000000000000e+03,3.722119859673760356e-01,1.757939998494261261e-02,2.807729214108182700e-03,3.750197151814841923e-01,3.707005841072640549e-03,3.759189918084486770e-01
2.980000000000000000e+03,3.739422217204973475e-01,1.389564399960453028e-02,2.219370720272287149e-03,3.761615924407696321e-01,2.930204302542818110e-03,3.768724260230401635e-01
