x,y,std,con_95,con_95_plus,con_99,con_99_plus
4.800000000000000000e+02,1.780598408409527489e-01,2.820806172237325105e-02,4.505307293713797269e-03,1.825651481346665383e-01,5.948294575454282120e-03,1.840081354164070371e-01
5.000000000000000000e+02,1.815966363851126142e-01,3.051452368871134316e-02,4.873688504088652049e-03,1.864703248892012610e-01,6.434663165323709771e-03,1.880312995504363205e-01
5.200000000000000000e+02,1.852770087780890584e-01,2.903296803373979842e-02,4.637058863807766093e-03,1.899140676418968332e-01,6.122244341498214032e-03,1.913992531195872759e-01
5.400000000000000000e+02,1.891385903702927918e-01,3.273457108345786959e-02,5.228267837414796344e-03,1.943668582077075768e-01,6.902809328835121661e-03,1.960413996991279273e-01
5.600000000000000000e+02,1.809409134960793808e-01,2.558260837122020362e-02,4.085977732942404003e-03,1.850268912290217727e-01,5.394659586972059932e-03,1.863355730830514312e-01
5.800000000000000000e+02,1.982329188325962499e-01,3.243417119336150511e-02,5.180288864977690075e-03,2.034132076975739278e-01,6.839463358654195371e-03,2.050723821912504574e-01
6.000000000000000000e+02,1.868069674577805817e-01,2.663452831968203538e-02,4.253987242523461255e-03,1.910609547003040420e-01,5.616480206369131069e-03,1.924234476641497049e-01
6.200000000000000000e+02,2.036947240303089157e-01,3.367660850667664185e-02,5.378727238544532899e-03,2.090734512688534608e-01,7.101458784070919898e-03,2.107961828143798400e-01
6.400000000000000000e+02,2.082972786836810031e-01,3.596032678301152447e-02,5.743475894741579928e-03,2.140407545784225873e-01,7.583031363168553883e-03,2.158803100468495439e-01
6.600000000000000000e+02,2.086111014926588514e-01,3.613478509801049815e-02,5.771339855291215785e-03,2.143824413479500646e-01,7.619819762845382247e-03,2.162309212555042215e-01
6.800000000000000000e+02,2.149650329699764051e-01,3.475964613654834029e-02,5.551706771177835134e-03,2.205167397411542385e-01,7.329841255797753773e-03,2.222948742257741528e-01
7.000000000000000000e+02,2.002620784589996539e-01,2.793256922065530390e-02,4.461306454890869716e-03,2.047233849138905271e-01,5.890200879769850670e-03,2.061522793387695063e-01
7.200000000000000000e+02,2.194975385224664233e-01,3.824431346705271101e-02,6.108267420215108059e-03,2.256058059426815365e-01,8.064660541975845684e-03,2.275621990644422776e-01
7.400000000000000000e+02,2.154951767100916349e-01,3.432574356774555774e-02,5.482405149987824335e-03,2.209775818600794584e-01,7.238343288950985915e-03,2.227335199990426173e-01
7.600000000000000000e+02,2.248870929727306567e-01,3.756733290360694810e-02,6.000142108372941673e-03,2.308872350811035923e-01,7.921904196188411448e-03,2.328089971689190629e-01
7.800000000000000000e+02,2.315613854821626239e-01,4.100772240068963070e-02,6.549630834219322822e-03,2.381110163163819571e-01,8.647386520509737703e-03,2.402087720026723494e-01
8.000000000000000000e+02,2.293090023003615252e-01,4.101535657639170801e-02,6.550850141941015788e-03,2.358598524423025367e-01,8.648996355540719203e-03,2.379579986559022531e-01
8.200000000000000000e+02,2.333575083644359172e-01,4.330140193420985162e-02,6.915970472636042733e-03,2.402734788370719521e-01,9.131059651310054898e-03,2.424885680157459755e-01
8.400000000000000000e+02,2.193206034891017064e-01,3.078381545985803269e-02,4.916698980761071910e-03,2.242373024698627870e-01,6.491449299631401985e-03,2.258120527887331197e-01
8.600000000000000000e+02,2.397666398387450770e-01,4.229107421656316812e-02,6.754603949825844361e-03,2.465212437885709318e-01,8.918009674978563672e-03,2.486846495137236546e-01
8.800000000000000000e+02,2.363966653099307813e-01,4.268529931645167336e-02,6.817568404291852145e-03,2.432142337142226274e-01,9.001140768715314849e-03,2.453978060786460857e-01
9.000000000000000000e+02,2.439553412524136655e-01,4.446586860463483393e-02,7.101955608204262201e-03,2.510572968606179511e-01,9.376613239754326423e-03,2.533319544921679989e-01
9.200000000000000000e+02,2.503072381406635238e-01,4.681910022097206248e-02,7.477806727264776215e-03,2.577850448679283035e-01,9.872844246195437712e-03,2.601800823868589685e-01
9.400000000000000000e+02,2.475145076002393529e-01,4.453941436536686810e-02,7.113702117252238694e-03,2.546282097174916159e-01,9.392121992320015891e-03,2.569066295925593879e-01
9.600000000000000000e+02,2.513575163948071345e-01,4.730463971362208059e-02,7.555355643569337289e-03,2.589128720383764848e-01,9.975231002106715178e-03,2.613327473969138670e-01
9.800000000000000000e+02,2.355897086007254504e-01,3.788661509316526566e-02,6.051136905233765913e-03,2.416408455059592120e-01,7.989231917422181042e-03,2.435789405181476297e-01
1.000000000000000000e+03,2.557237238272443980e-01,4.890586707942373712e-02,7.811098891759925278e-03,2.635348227190043024e-01,1.031288525668857224e-02,2.660366090839329511e-01
1.020000000000000000e+03,2.560635252625911296e-01,4.824015147199506998e-02,7.704772785017588617e-03,2.637682980476087069e-01,1.017250437637723902e-02,2.662360296389683634e-01
1.040000000000000000e+03,2.586349504334585769e-01,5.023164220909064059e-02,8.022847732226166470e-03,2.666577981656847451e-01,1.059245430647603146e-02,2.692274047399346171e-01
1.060000000000000000e+03,2.642484501778305517e-01,5.226034079857426462e-02,8.346865406389795267e-03,2.725953155842203435e-01,1.102025033634241452e-02,2.752687005141729593e-01
1.080000000000000000e+03,2.579870223999023438e-01,4.521694343310791314e-02,7.221915034560760262e-03,2.652089374344631101e-01,9.534994002386561196e-03,2.675220164022888980e-01
1.100000000000000000e+03,2.667285598717726858e-01,4.989268911171834686e-02,7.968711156773089152e-03,2.746972710285457975e-01,1.052097853865204338e-02,2.772495384104247118e-01
1.120000000000000000e+03,2.521778453480113535e-01,4.152422446319517513e-02,6.632124999622357638e-03,2.588099703476336999e-01,8.756302420044086848e-03,2.609341477680554577e-01
1.140000000000000000e+03,2.690196290805742518e-01,5.347682577906334028e-02,8.541158750939012445e-03,2.775607878315132782e-01,1.127677313758208497e-02,2.802964022181563264e-01
1.160000000000000000e+03,2.720718485387889074e-01,5.463697402922913088e-02,8.726454161332827114e-03,2.807983027001217380e-01,1.152141609146893446e-02,2.835932646302578575e-01
1.180000000000000000e+03,2.732791217503609538e-01,5.351062485993433177e-02,8.546557039097469818e-03,2.818256787894584114e-01,1.128390042237673030e-02,2.845630221727376563e-01
1.200000000000000000e+03,2.754775155093762695e-01,5.683471205307479013e-02,9.077470308629848050e-03,2.845549858180060898e-01,1.198485783001072488e-02,2.874623733393870118e-01
1.220000000000000000e+03,2.684808647284260275e-01,5.057983624070994111e-02,8.078460242072517394e-03,2.765593249704985657e-01,1.066587872995720249e-02,2.791467434583832508e-01
1.240000000000000000e+03,2.791821365426113144e-01,5.363731891530625767e-02,8.566792234884943250e-03,2.877489287774962490e-01,1.131061667001289663e-02,2.904927532126241885e-01
1.260000000000000000e+03,2.663135309885074631e-01,4.720169060261081989e-02,7.538912919312515046e-03,2.738524439078199868e-01,9.953521901899719734e-03,2.762670528904072054e-01
1.280000000000000000e+03,2.805425106705008997e-01,5.593071944865621314e-02,8.933087312228502747e-03,2.894755979827294268e-01,1.179423096744792489e-02,2.923367416379488160e-01
