0.000000000000000000e+00,1.474069206044077880e-02,1.187935463018568831e-02
2.000000000000000000e+01,7.806516006588935797e-02,7.675689343851302762e-03
4.000000000000000000e+01,8.457779288291930597e-02,9.523640247640647455e-03
6.000000000000000000e+01,8.237699598073959517e-02,1.525072699589321949e-02
8.000000000000000000e+01,9.397938922047614774e-02,1.352996768587122825e-02
1.000000000000000000e+02,9.684175521135329756e-02,1.375811803681861560e-02
1.200000000000000000e+02,9.999335125088691656e-02,1.652244402717956487e-02
1.400000000000000000e+02,1.057446807622909601e-01,1.624098276691776296e-02
1.600000000000000000e+02,1.133011969923973100e-01,1.755252631977160388e-02
1.800000000000000000e+02,1.137599732726812390e-01,1.985706389333099370e-02
2.000000000000000000e+02,1.070611703395843439e-01,1.780943476682802715e-02
2.200000000000000000e+02,1.265990687906742018e-01,1.580440654396584807e-02
2.400000000000000000e+02,1.288264633715152652e-01,2.050427497111870570e-02
2.600000000000000000e+02,1.333776593208312877e-01,1.891333070041879838e-02
2.800000000000000000e+02,1.376961436867713828e-01,1.868226548920566901e-02
3.000000000000000000e+02,1.442885634303092968e-01,2.056870697782603105e-02
3.200000000000000000e+02,1.408078460395336129e-01,2.084028486663004262e-02
3.400000000000000000e+02,1.368251319229602803e-01,2.162588886520330420e-02
3.600000000000000000e+02,1.558477400243282185e-01,1.967456479752975607e-02
3.800000000000000000e+02,1.584142276644706637e-01,2.190492597923471285e-02
4.000000000000000000e+02,1.613065171241760132e-01,2.209163631479469855e-02
4.200000000000000000e+02,1.678789894282817774e-01,2.379743276685081579e-02
4.400000000000000000e+02,1.669980052113533009e-01,2.620329516919549934e-02
4.600000000000000000e+02,1.755285909771919228e-01,2.392373609829738859e-02
4.800000000000000000e+02,1.706815166771411818e-01,2.644500349145088858e-02
5.000000000000000000e+02,1.856715431809425332e-01,2.251563431801373305e-02
5.200000000000000000e+02,1.863896289467811551e-01,2.637785781739671043e-02
5.400000000000000000e+02,1.888663579523563452e-01,2.411768801550676078e-02
5.600000000000000000e+02,1.951230053603649206e-01,2.540481019759077697e-02
5.800000000000000000e+02,1.900764635205268727e-01,2.663814427636051682e-02
6.000000000000000000e+02,2.025598411262035381e-01,2.652852739249276712e-02
6.200000000000000000e+02,2.054687513411045108e-01,2.952609228542614830e-02
6.400000000000000000e+02,2.116589114069938604e-01,2.417365295110706844e-02
6.600000000000000000e+02,2.130851066112518233e-01,2.746175201948553718e-02
6.800000000000000000e+02,2.161901608109474127e-01,2.567277376378046191e-02
