Wall time,Step,Value
1501112426.523516,0,0.009653663262724876
1501112426.9505394,20,0.010449841618537903
1501112427.3605576,40,0.014878583140671253
1501112427.7655802,60,0.017267119139432907
1501112428.1656022,80,0.02000398188829422
1501112428.5746315,100,0.02000398188829422
1501112428.9796488,120,0.022641321644186974
1501112429.3786762,140,0.02333797700703144
1501112429.7806993,160,0.02468152903020382
1501112430.1797163,180,0.02542794682085514
1501112430.5787446,200,0.030055733397603035
1501112430.9817626,220,0.025278663262724876
1501112431.3787901,240,0.028264332562685013
1501112431.7828128,260,0.0270700640976429
1501112432.1808302,280,0.02990644983947277
1501112432.5818532,300,0.033588774502277374
1501112432.9818814,320,0.03418590873479843
1501112433.3798978,340,0.03309116140007973
1501112433.7839215,360,0.03478304296731949
1501112434.179949,380,0.0385151281952858
1501112434.5839717,400,0.038913216441869736
1501112434.9829943,420,0.03771894797682762
1501112435.3810163,440,0.04344148188829422
1501112435.7800343,460,0.048069268465042114
1501112436.1790624,480,0.04981090873479843
1501112436.578079,500,0.048915207386016846
1501112436.9951084,520,0.05195063725113869
1501112437.3981316,540,0.05394108220934868
1501112437.7981536,560,0.05070661008358002
1501112438.1961715,580,0.05423964932560921
1501112438.5971935,600,0.059116240590810776
1501112439.002222,620,0.06439092755317688
1501112439.400245,640,0.05971337854862213
1501112439.800262,660,0.06463972479104996
1501112440.1992846,680,0.06105692684650421
1501112440.5993135,700,0.06837181746959686
1501112440.9993293,720,0.07056130468845367
1501112441.407353,740,0.07095939666032791
1501112441.8073814,760,0.06837181746959686
1501112442.2133982,780,0.06727707386016846
1501112442.6124213,800,0.07135748863220215
1501112443.0144444,820,0.06867038458585739
1501112443.4134717,840,0.07608479261398315
1501112443.8134944,860,0.07951831072568893
1501112444.212512,880,0.07573646306991577
1501112444.6145346,900,0.07633359730243683
1501112445.0135577,920,0.07359673827886581
1501112445.4135854,940,0.08414609730243683
1501112445.818608,960,0.08290207386016846
1501112446.2136307,980,0.0864848718047142
1501112446.6196537,1000,0.08613654971122742
1501112447.0296774,1020,0.08608678728342056
1501112447.4306939,1040,0.08762938529253006
1501112447.8317168,1060,0.08673367649316788
1501112448.2297397,1080,0.08504179865121841
1501112448.6287675,1100,0.09106289595365524
1501112449.0307899,1120,0.09215763956308365
1501112449.429813,1140,0.09170979261398315
1501112449.829836,1160,0.0942973718047142
1501112450.232858,1180,0.09569068253040314
1501112450.6328757,1200,0.09225716441869736
1501112451.0349038,1220,0.10016918927431107
1501112451.4309258,1240,0.09355095773935318
1501112451.8339434,1260,0.10116440802812576
1501112452.2399666,1280,0.09977109730243683
1501112452.642995,1300,0.10106489062309265
1501112453.046018,1320,0.1010151281952858
1501112453.4460344,1340,0.10106489062309265
1501112453.847058,1360,0.10638932883739471
1501112454.247086,1380,0.1052945926785469
1501112454.6461082,1400,0.10972332954406738
1501112455.0471313,1420,0.10604099929332733
1501112455.4471538,1440,0.11066878587007523
1501112455.8501768,1460,0.1051950603723526
1501112456.2451992,1480,0.11231090873479843
1501112456.6442163,1500,0.10872811079025269
1501112457.04524,1520,0.1160927563905716
1501112457.4442666,1540,0.1103702187538147
1501112457.8452868,1560,0.11723725497722626
1501112458.244307,1580,0.11753582954406738
1501112458.6453307,1600,0.11250995099544525
1501112459.046352,1620,0.11698845773935318
1501112459.4463806,1640,0.11937698721885681
1501112459.8474035,1660,0.1166401281952858
1501112460.2474203,1680,0.12455214560031891
1501112460.6484432,1700,0.1300756335258484
1501112461.0464706,1720,0.12788614630699158
1501112461.4464936,1740,0.12072054296731949
1501112461.846517,1760,0.11907842010259628
1501112462.2455387,1780,0.12723924219608307
1501112462.6465564,1800,0.12514927983283997
1501112463.0465846,1820,0.12584593892097473
1501112463.447607,1840,0.13032443821430206
1501112463.8486242,1860,0.12659235298633575
1501112464.2456465,1880,0.13037420809268951
1501112464.6426692,1900,0.13201631605625153
1501112465.0466976,1920,0.12619426846504211
1501112465.4437146,1940,0.13350915908813477
1501112465.846743,1960,0.13400676846504211
1501112466.24576,1980,0.13440485298633575
1501112466.6557837,2000,0.1416202336549759
1501112467.0598068,2020,0.14002786576747894
1501112467.454829,2040,0.13967953622341156
1501112467.8608575,2060,0.13778862357139587
1501112468.2628741,2080,0.1349024772644043
1501112468.662897,2100,0.13559912145137787
1501112469.0659194,2120,0.13619625568389893
1501112469.463942,2140,0.13311105966567993
1501112469.8649707,2160,0.1426154524087906
1501112470.2629879,2180,0.14440684020519257
1501112470.6620107,2200,0.1477905958890915
1501112471.0660388,2220,0.14704419672489166
1501112471.463056,2240,0.14719347655773163
1501112471.864078,2260,0.14032644033432007
1501112472.2621012,2280,0.1457006335258484
1501112472.6601233,2300,0.14122213423252106
1501112473.064147,2320,0.14863654971122742
1501112473.4641743,2340,0.1473427563905716
1501112473.8631918,2360,0.14838774502277374
1501112474.2652202,2380,0.14619825780391693
1501112474.6632373,2400,0.14813894033432007
1501112475.0622652,2420,0.14968152344226837
1501112475.4622822,2440,0.1479896456003189
1501112475.8643107,2460,0.14594943821430206
1501112476.2653332,2480,0.1506269872188568
1501112476.6663508,2500,0.15654855966567993
1501112477.0673783,2520,0.15510550141334534
1501112477.465396,2540,0.15326432883739471
1501112477.869419,2560,0.1506269872188568
1501112478.2794473,2580,0.15092556178569794
1501112478.680465,2600,0.1563495248556137
1501112479.079487,2620,0.15520501136779785
1501112479.4795153,2640,0.15435907244682312
1501112479.8875334,2660,0.15326432883739471
1501112480.289561,2680,0.15629975497722626
1501112480.6965787,2700,0.16177348792552948
1501112481.095607,2720,0.16117635369300842
1501112481.4976246,2740,0.15072651207447052
1501112481.8966527,2760,0.159335196018219
1501112482.2986746,2780,0.1548069268465042
1501112482.6976924,2800,0.15799163281917572
1501112483.0957205,2820,0.16222132742404938
1501112483.4987373,2840,0.1597830355167389
1501112483.8967655,2860,0.16122610867023468
1501112484.2937825,2880,0.1613256335258484
1501112484.6948059,2900,0.16749602556228638
1501112485.0938332,2920,0.1614251583814621
1501112485.4918506,2940,0.16212181746959686
1501112485.8938787,2960,0.15993231534957886
1501112486.2959015,2980,0.1639629751443863
