Wall time,Step,Value
1501727457.431168,0,0.1093144416809082
1501727463.0907435,20,0.3063226640224457
1501727463.412638,40,0.3164970874786377
1501727463.7241936,60,0.32388564944267273
1501727464.0199509,80,0.32370397448539734
1501727464.3259244,100,0.32073643803596497
1501727464.670165,120,0.33012354373931885
1501727465.0126662,140,0.33145591616630554
1501727465.3502994,160,0.3307897448539734
1501727465.6841161,180,0.32897287607192993
1501727466.0040503,200,0.3427810072898865
1501727466.3401518,220,0.3346051275730133
1501727466.6544218,240,0.3465964198112488
1501727466.9747243,260,0.35616523027420044
1501727467.300368,280,0.35622575879096985
1501727467.6258674,300,0.3607073724269867
1501727467.945358,320,0.3527737557888031
1501727468.2845824,340,0.36143413186073303
1501727468.624401,360,0.3539849817752838
1501727468.9327426,380,0.36415940523147583
1501727469.2287543,400,0.3650072515010834
1501727469.5274029,420,0.37269866466522217
1501727469.8515358,440,0.35755813121795654
1501727470.1805,460,0.3737887740135193
1501727470.4977734,480,0.37179023027420044
1501727470.8355093,500,0.37445494532585144
1501727471.1366663,520,0.37808865308761597
1501727471.4666247,540,0.3787548542022705
1501727471.7916415,560,0.3843871057033539
1501727472.1167622,580,0.3812378942966461
1501727472.4491127,600,0.3868096172809601
1501727472.7705204,620,0.3829942047595978
1501727473.0998106,640,0.3903827667236328
1501727473.4207876,660,0.38844478130340576
1501727473.740535,680,0.38868701457977295
1501727474.0591784,700,0.38238856196403503
1501727474.392987,720,0.3945009708404541
1501727474.696337,740,0.3928052484989166
1501727475.0115387,760,0.3974079489707947
1501727475.3498864,780,0.40152615308761597
1501727475.6884782,800,0.400799423456192
1501727475.9866004,820,0.3996487557888031
1501727476.3114924,840,0.4026162922382355
1501727476.644917,860,0.40552327036857605
1501727476.9884624,880,0.40304020047187805
1501727477.3286955,900,0.4060683250427246
1501727477.6674845,920,0.4037669599056244
1501727478.006163,940,0.41460755467414856
1501727478.3080282,960,0.4038275182247162
1501727478.641175,980,0.4169089198112488
1501727478.9610393,1000,0.4092175364494324
1501727479.2806716,1020,0.41830185055732727
1501727479.6075134,1040,0.4129723906517029
1501727479.9364796,1060,0.4230256974697113
1501727480.248217,1080,0.4286579489707947
1501727480.5696983,1100,0.42635661363601685
1501727480.8977103,1120,0.41690894961357117
1501727481.2173274,1140,0.4295058250427246
1501727481.5502725,1160,0.4307776093482971
1501727481.8608892,1180,0.43556201457977295
1501727482.1876857,1200,0.4376817047595978
1501727482.5084355,1220,0.43653103709220886
1501727482.8023176,1240,0.43531978130340576
1501727483.1196976,1260,0.43671271204948425
1501727483.4432878,1280,0.439983069896698
1501727483.7652383,1300,0.4335635006427765
1501727484.0886912,1320,0.4346536099910736
1501727484.418003,1340,0.4389534890651703
1501727484.7588608,1360,0.43683382868766785
1501727485.0760455,1380,0.43683382868766785
1501727485.3983004,1400,0.45088422298431396
1501727485.7228558,1420,0.4488856792449951
1501727486.0489104,1440,0.45245882868766785
1501727486.3727415,1460,0.4494307339191437
1501727486.6964316,1480,0.44967296719551086
1501727487.0321014,1500,0.44210273027420044
1501727487.3312342,1520,0.45106592774391174
1501727487.6653275,1540,0.4529433250427246
1501727487.9920769,1560,0.4493701756000519
1501727488.316381,1580,0.4520954489707947
1501727488.62831,1600,0.44712936878204346
1501727488.9461596,1620,0.45912066102027893
1501727489.2593672,1640,0.458272784948349
1501727489.515645,1660,0.4643895626068115
1501727489.7760968,1680,0.46293604373931885
1501727489.9865983,1700,0.46517688035964966
1501727490.2469368,1720,0.4669937193393707
1501727490.4973185,1740,0.4673570990562439
1501727490.7467175,1760,0.46287548542022705
1501727490.9733946,1780,0.4643895626068115
1501727491.2200668,1800,0.46408674120903015
1501727491.4771059,1820,0.46820494532585144
1501727491.7126908,1840,0.4620276093482971
1501727491.941759,1860,0.46293607354164124
1501727492.1550927,1880,0.4717175364494324
1501727492.405648,1900,0.4650557339191437
1501727492.6701977,1920,0.4738372266292572
1501727492.9472075,1940,0.47329217195510864
1501727493.1984227,1960,0.47856107354164124
1501727493.4347403,1980,0.48128634691238403
1501727493.6885285,2000,0.46905282139778137
1501727493.9017668,2020,0.4699006974697113
1501727494.1436543,2040,0.47547242045402527
1501727494.4014158,2060,0.4816497266292572
1501727494.6304762,2080,0.4815286099910736
1501727494.8732538,2100,0.48231589794158936
1501727495.1234405,2120,0.46947675943374634
1501727495.380528,2140,0.47959062457084656
1501727495.6201775,2160,0.47062742710113525
1501727495.842527,2180,0.48201310634613037
1501727496.1006403,2200,0.4774104058742523
1501727496.3187425,2220,0.47565409541130066
1501727496.5191195,2240,0.4844355881214142
1501727496.7531207,2260,0.47959062457084656
1501727497.019373,2280,0.4832243323326111
1501727497.2845447,2300,0.47741037607192993
1501727497.562773,2320,0.4855256974697113
1501727497.8234096,2340,0.48492008447647095
1501727498.0697205,2360,0.48903828859329224
1501727498.3199272,2380,0.4826187193393707
1501727498.549077,2400,0.48243701457977295
1501727498.797482,2420,0.4871003329753876
1501727499.0139813,2440,0.4884326756000519
1501727499.2180488,2460,0.48510175943374634
1501727499.42276,2480,0.48080185055732727
1501727499.6596718,2500,0.48897773027420044
1501727499.8981025,2520,0.48201310634613037
1501727500.139912,2540,0.4828004240989685
1501727500.3656192,2560,0.4878876209259033
1501727500.5795321,2580,0.489522784948349
1501727500.7906952,2600,0.4920663833618164
1501727500.9993708,2620,0.49000728130340576
1501727501.229935,2640,0.4907340407371521
1501727501.4592068,2660,0.49037066102027893
1501727501.7009916,2680,0.4871003329753876
1501727501.9407082,2700,0.49249032139778137
1501727502.176064,2720,0.49515506625175476
1501727502.3897767,2740,0.4983648657798767
1501727502.6000433,2760,0.48734256625175476
1501727502.8110564,2780,0.49291425943374634
1501727503.0390034,2800,0.4923692047595978
1501727503.281492,2820,0.4969719350337982
1501727503.5166564,2840,0.49545785784721375
1501727503.730126,2860,0.49781981110572815
1501727503.9582274,2880,0.4932170808315277
1501727504.1926446,2900,0.49146077036857605
1501727504.4173996,2920,0.4962451756000519
1501727504.6390855,2940,0.4983042776584625
1501727504.871505,2960,0.49660855531692505
1501727505.0925028,2980,0.49933382868766785
